"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"zip/20833","","20833","Median_Income_Household","2011","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",142277,"Median Income for All Households"
"zip/20833","","20833","Median_Income_Household","2012","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",133080,"Median Income for All Households"
"zip/20833","","20833","Median_Income_Household","2013","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",137411,"Median Income for All Households"
"zip/20833","","20833","Median_Income_Household","2014","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",142486,"Median Income for All Households"
"zip/20833","","20833","Median_Income_Household","2015","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",140885,"Median Income for All Households"
"zip/20833","","20833","Median_Income_Household","2016","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",145710,"Median Income for All Households"
"zip/20833","","20833","Median_Income_Household","2017","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",153919,"Median Income for All Households"
"zip/20833","","20833","Median_Income_Household","2018","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",154886,"Median Income for All Households"
"zip/20833","","20833","Median_Income_Household","2019","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",161792,"Median Income for All Households"
"zip/20833","","20833","Median_Income_Household","2020","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",178017,"Median Income for All Households"
"zip/20833","","20833","Median_Income_Household","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",186888,"Median Income for All Households"
"zip/20833","","20833","Median_Income_Household","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",195564,"Median Income for All Households"
"zip/20833","","20833","Median_Income_Household","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",203631,"Median Income for All Households"
"zip/20833","","20833","Median_Income_Household","2024","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",204375,"Median Income for All Households"
